V39 ,177.37063 ,−18.02628 ,0.64217 ,125 ,0.71 ,21.00 ,133 ,0.36 ,20.67 ,0.032 ,ab 
V40 ,177.44287 ,−18.69602 ,0.62839 ,155 ,0.77 ,21.10 ,158 ,0.43 ,20.76 ,0.034 ,ab 
V41 ,177.51493 ,−18.74165 ,0.61848 ,154 ,0.63 ,21.08 ,155 ,0.29 ,20.75 ,0.035 ,ab 
V42 ,177.49996 ,−18.09225 ,0.62583 ,154 ,0.40 ,21.14 ,158 ,0.20 ,20.81 ,0.034 ,ab 
V43 ,177.67095 ,−18.27519 ,0.62583 ,156 ,0.81 ,20.97 ,158 ,0.40 ,20.68 ,0.033 ,ab 
V44 ,177.46115 ,−18.75020 ,0.64879 ,158 ,0.72 ,21.06 ,158 ,0.34 ,20.72 ,0.035 ,ab 
V45 ,177.65084 ,−17.95820 ,0.61624 ,95 ,0.96 ,20.99 ,93 ,0.47 ,20.70 ,0.033 ,ab 
V46 ,177.40338 ,−18.59078 ,0.61605 ,158 ,1.06 ,21.00 ,158 ,0.55 ,20.73 ,0.034 ,ab 
V47 ,177.61706 ,−17.87743 ,0.62079 ,144 ,0.49 ,21.11 ,145 ,0.25 ,20.79 ,0.033 ,ab 
V48 ,177.62306 ,−18.71747 ,0.61971 ,93 ,0.36 ,21.09 ,95 ,0.20 ,20.76 ,0.035 ,ab 
V49 ,177.53316 ,−18.69624 ,0.61542 ,158 ,0.71 ,21.06 ,158 ,0.33 ,20.74 ,0.034 ,ab 
V50 ,177.44466 ,−18.53698 ,0.58993 ,158 ,1.32 ,20.94 ,158 ,0.67 ,20.73 ,0.033 ,ab 
V51 ,177.55489 ,−18.99419 ,0.60827 ,124 ,0.80 ,21.04 ,124 ,0.41 ,20.74 ,0.043 ,ab 
V52 ,177.41907 ,−18.31799 ,0.63052 ,99 ,1.03 ,21.01 ,98 ,0.52 ,20.75 ,0.032 ,ab 
V53 ,177.60459 ,−18.73507 ,0.57260 ,154 ,1.18 ,20.99 ,156 ,0.63 ,20.78 ,0.036 ,ab 
V54 ,178.07123 ,−18.58137 ,0.58272 ,157 ,1.11 ,21.00 ,156 ,0.62 ,20.75 ,0.035 ,ab 
V55 ,177.95038 ,−18.62934 ,0.55380 ,94 ,1.00 ,21.01 ,96 ,0.48 ,20.79 ,0.036 ,ab 
V56 ,177.43688 ,−18.58405 ,0.56658 ,158 ,1.36 ,20.97 ,157 ,0.69 ,20.74 ,0.034 ,ab 
V57 ,177.47367 ,−18.27769 ,0.63231 ,124 ,0.79 ,21.14 ,124 ,0.38 ,20.82 ,0.031 ,ab 
V58 ,177.52640 ,−18.76454 ,0.57348 ,157 ,1.03 ,21.06 ,158 ,0.52 ,20.82 ,0.035 ,ab 
V59 ,177.31118 ,−18.76809 ,0.44275 ,124 ,0.43 ,20.92 ,124 ,0.20 ,20.67 ,0.036 ,c 
V60 ,176.79041 ,−18.37111 ,0.62627 ,157 ,0.78 ,21.05 ,158 ,0.35 ,20.74 ,0.037 ,ab 
V61 ,177.29405 ,−18.01777 ,0.61888 ,61 ,0.83 ,21.00 ,63 ,0.43 ,20.71 ,0.033 ,ab 
V62 ,177.59517 ,−18.41398 ,0.61351 ,154 ,0.69 ,20.98 ,158 ,0.34 ,20.71 ,0.034 ,ab 
V63 ,177.62824 ,−18.35910 ,0.63779 ,155 ,0.80 ,20.93 ,158 ,0.41 ,20.64 ,0.033 ,ab 
V64 ,177.57774 ,−18.41142 ,0.42994 ,152 ,0.78 ,21.02 ,156 ,0.40 ,20.76 ,0.034 ,d 
V65 ,176.93770 ,−18.39088 ,0.65029 ,156 ,0.83 ,21.00 ,158 ,0.42 ,20.69 ,0.035 ,ab 
V66 ,177.44579 ,−18.45585 ,0.62121 ,158 ,0.91 ,21.03 ,158 ,0.46 ,20.75 ,0.032 ,ab 
V67 ,177.28468 ,−18.80382 ,0.57829 ,99 ,1.27 ,20.99 ,98 ,0.71 ,20.79 ,0.037 ,ab 
V68 ,177.30212 ,−18.32688 ,0.65272 ,125 ,0.53 ,21.09 ,123 ,0.27 ,20.74 ,0.031 ,ab 
V69 ,177.67654 ,−18.76187 ,0.72365 ,158 ,0.37 ,21.06 ,158 ,0.18 ,20.69 ,0.038 ,ab 
V70 ,177.30013 ,−18.26403 ,0.62234 ,156 ,0.89 ,21.01 ,156 ,0.42 ,20.71 ,0.034 ,ab 
V71 ,177.56625 ,−18.43157 ,0.60581 ,155 ,1.00 ,21.01 ,158 ,0.50 ,20.75 ,0.034 ,ab 
V72 ,177.20828 ,−18.47438 ,0.65598 ,97 ,0.40 ,21.09 ,99 ,0.20 ,20.75 ,0.033 ,ab 
V73 ,177.37589 ,−18.69234 ,0.64523 ,158 ,0.56 ,21.07 ,156 ,0.29 ,20.74 ,0.034 ,ab 
V74 ,177.51637 ,−18.43635 ,0.63405 ,155 ,0.74 ,21.08 ,157 ,0.36 ,20.76 ,0.033 ,ab 
V75 ,177.52497 ,−18.40928 ,0.60753 ,152 ,0.93 ,21.03 ,157 ,0.47 ,20.75 ,0.033 ,ab 
V76 ,177.26700 ,−18.15219 ,0.65131 ,100 ,0.44 ,21.13 ,99 ,0.24 ,20.77 ,0.032 ,ab 
V77 ,177.32238 ,−18.64888 ,0.61299 ,66 ,0.98 ,21.00 ,65 ,0.48 ,20.72 ,0.034 ,ab 
V78 ,177.32042 ,−18.56514 ,0.60142 ,95 ,1.01 ,21.07 ,95 ,0.51 ,20.82 ,0.033 ,ab 
V80 ,177.96476 ,−18.51461 ,0.44678 ,58 ,0.70 ,20.86 ,59 ,0.34 ,20.58 ,0.034 ,d 
V81 ,176.78436 ,−18.87495 ,0.72716 ,157 ,0.52 ,20.98 ,158 ,0.25 ,20.62 ,0.042 ,ab 
V82 ,176.78820 ,−18.53957 ,0.41775 ,156 ,0.80 ,20.98 ,157 ,0.39 ,20.73 ,0.042 ,d 
V83 ,177.18941 ,−18.16634 ,0.62033 ,124 ,0.62 ,21.05 ,125 ,0.32 ,20.73 ,0.032 ,ab 
V84 ,176.67931 ,−17.81401 ,0.61621 ,99 ,0.97 ,21.02 ,99 ,0.48 ,20.71 ,0.035 ,ab 
V85 ,176.50947 ,−18.53670 ,0.61364 ,153 ,0.48 ,21.03 ,156 ,0.23 ,20.73 ,0.039 ,ab 
V86 ,177.73818 ,−18.76755 ,0.41224 ,157 ,0.77 ,20.69 ,158 ,0.39 ,20.57 ,0.039 ,AC 
V87 ,177.77935 ,−18.65725 ,0.65529 ,123 ,0.61 ,21.05 ,125 ,0.29 ,20.72 ,0.037 ,ab 
V88 ,177.44079 ,−17.64595 ,0.63010 ,151 ,0.76 ,20.98 ,144 ,0.36 ,20.66 ,0.032 ,ab 
V89 ,177.70780 ,−17.69896 ,0.62628 ,149 ,0.74 ,21.04 ,153 ,0.38 ,20.71 ,0.033 ,ab 
V90 ,178.02531 ,−18.73588 ,0.43233 ,158 ,0.73 ,20.99 ,157 ,0.35 ,20.72 ,0.037 ,d 
V91 ,177.86732 ,−18.74082 ,0.41601 ,158 ,0.56 ,21.01 ,157 ,0.27 ,20.80 ,0.040 ,c 
V92 ,177.24183 ,−18.36888 ,0.72508 ,152 ,0.41 ,20.97 ,158 ,0.20 ,20.62 ,0.031 ,ab 
V93 ,177.10197 ,−18.38634 ,0.65446 ,157 ,0.30 ,21.09 ,157 ,0.15 ,20.73 ,0.036 ,ab 
V94 ,177.32342 ,−18.10084 ,0.67200 ,95 ,0.25 ,21.07 ,95 ,0.12 ,20.71 ,0.033 ,ab 
V95 ,177.74326 ,−18.45078 ,0.61383 ,155 ,0.93 ,21.00 ,157 ,0.45 ,20.72 ,0.036 ,ab 
V97 ,177.31728 ,−18.30992 ,0.23461 ,97 ,0.74 ,21.42 ,94 ,0.39 ,21.21 ,0.032 ,DC 
V99 ,177.55409 ,−18.29873 ,0.66890 ,150 ,0.31 ,21.06 ,151 ,0.15 ,20.70 ,0.032 ,ab 
V100 ,177.25352 ,−18.45239 ,0.66237 ,154 ,0.21 ,21.10 ,157 ,0.11 ,20.75 ,0.032 ,ab 
V101 ,177.86770 ,−18.36617 ,0.61129 ,155 ,0.91 ,21.07 ,158 ,0.43 ,20.77 ,0.033 ,ab 
V102 ,177.20003 ,−18.59608 ,0.66192 ,154 ,0.23 ,21.08 ,158 ,0.11 ,20.72 ,0.033 ,ab 
V103 ,177.30564 ,−18.86134 ,0.65772 ,158 ,0.55 ,21.15 ,158 ,0.26 ,20.80 ,0.038 ,ab 
V104 ,177.32655 ,−17.78051 ,0.37752 ,158 ,0.72 ,20.93 ,157 ,0.36 ,20.79 ,0.031 ,c 
V105 ,177.41865 ,−17.80933 ,0.40889 ,152 ,0.50 ,20.99 ,154 ,0.23 ,20.77 ,0.032 ,c 
V106 ,176.61045 ,−18.17140 ,0.40071 ,113 ,0.53 ,21.00 ,112 ,0.27 ,20.80 ,0.037 ,c 
V107 ,177.41128 ,−18.07878 ,0.51347 ,156 ,0.45 ,20.12 ,158 ,0.18 ,19.74 ,0.034 ,AC 
V108 ,176.75842 ,−18.30692 ,0.37040 ,100 ,0.58 ,18.97 ,99 ,0.26 ,18.79 ,0.038 ,AC 
V109 ,176.95431 ,−18.28700 ,0.91334 ,156 ,0.87 ,20.14 ,157 ,0.37 ,19.72 ,0.034 ,AC 
V110 ,177.26743 ,−18.72983 ,0.52200 ,157 ,0.77 ,20.10 ,158 ,0.37 ,19.87 ,0.036 ,AC 
V111 ,177.79205 ,−17.44083 ,0.52217 ,89 ,1.54 ,17.57 ,89 ,0.76 ,17.17 ,0.036 ,Fab 
V112 ,177.63233 ,−17.55664 ,0.47647 ,99 ,0.93 ,16.90 ,104 ,0.44 ,16.71 ,0.033 ,Fab 
V113 ,178.10231 ,−18.45572 ,0.56774 ,155 ,1.06 ,17.66 ,158 ,0.51 ,17.31 ,0.035 ,Fab 
V114 ,176.83038 ,−18.97353 ,0.30110 ,67 ,0.49 ,16.40 ,51 ,0.23 ,16.37 ,0.042 ,Fc 
V115 ,177.83524 ,−19.01431 ,0.50537 ,148 ,1.43 ,17.83 ,153 ,0.71 ,17.46 ,0.040 ,Fab 
V116 ,177.48901 ,−17.44548 ,0.18827 ,91 ,0.39 ,20.28 ,95 ,0.18 ,17.81 ,0.034 ,Eclip 
V117 ,177.18708 ,−17.53108 ,0.23465 ,90 ,0.76 ,18.77 ,87 ,0.42 ,16.77 ,0.033 ,Eclip 
V118 ,177.46704 ,−18.05752 ,0.27439 ,156 ,0.56 ,17.04 ,92 ,0.41 ,16.29 ,0.034 ,Eclip 
V119 ,176.54502 ,−18.19017 ,0.13470 ,141 ,0.22 ,17.93 ,145 ,0.16 ,16.88 ,0.036 ,Eclip 
V120 ,177.31113 ,−18.31283 ,0.26394 ,100 ,0.68 ,18.22 ,99 ,0.52 ,17.12 ,0.033 ,Eclip 
V121 ,177.33753 ,−18.46950 ,0.15305 ,144 ,0.52 ,17.03 ,107 ,0.41 ,16.43 ,0.031 ,Eclip 
V122 ,177.68939 ,−18.34611 ,0.85274 ,89 ,0.27 ,17.50 ,89 ,0.25 ,17.05 ,0.033 ,Eclip 
V123 ,177.93489 ,−18.41856 ,0.77515 ,150 ,0.53 ,19.03 ,146 ,0.38 ,16.83 ,0.034 ,Eclip 
V124 ,178.24466 ,−18.66277 ,0.12801 ,125 ,0.28 ,19.54 ,125 ,0.19 ,18.59 ,0.034 ,Eclip 
V125 ,176.79710 ,−18.80953 ,0.58013 ,95 ,0.27 ,18.00 ,94 ,0.23 ,17.90 ,0.043 ,Eclip 
V126 ,176.80808 ,−18.73907 ,0.15264 ,156 ,0.30 ,17.58 ,157 ,0.21 ,17.13 ,0.043 ,Eclip 
V127 ,178.12052 ,−18.82907 ,0.26495 ,91 ,0.61 ,18.96 ,91 ,0.44 ,18.77 ,0.036 ,Eclip 
V128 ,177.29142 ,−19.06658 ,0.39558 ,104 ,0.22 ,18.30 ,100 ,0.18 ,17.03 ,0.043 ,Eclip 
V129 ,177.63314 ,−19.05527 ,0.30975 ,97 ,0.17 ,20.54 ,103 ,0.08 ,18.34 ,0.042 ,Eclip 
V130 ,177.84632 ,−17.78471 ,0.05150 ,158 ,0.20 ,20.58 ,156 ,0.17 ,20.51 ,0.032 ,FDC 
V131 ,176.41853 ,−18.01057 ,0.07399 ,91 ,0.39 ,17.63 ,92 ,0.17 ,17.51 ,0.031 ,FDC 
V132 ,176.43775 ,−18.29070 ,0.12260 ,151 ,0.15 ,20.54 ,151 ,0.10 ,20.20 ,0.036 ,FDC 
V133 ,176.52508 ,−18.21109 ,0.03820 ,158 ,0.18 ,18.10 ,158 ,0.08 ,18.13 ,0.035 ,FDC 
V134 ,177.68287 ,−19.31769 ,0.14251 ,66 ,0.17 ,17.24 ,66 ,0.13 ,16.75 ,0.043 ,FDC
